datasetName	habitat	stationCode	samplingLevel	sampleTrackCode	sampleAreaOrVolume	samples.unit	samplingMinDepth	samplingMaxDepth	samplingMaxElevation	samplingMinElevation	sampledSedimentDepth	replicateOrQuadrant	samplingTool	taxonNameAsInFile	EMBOS_name	WoRMS_scientificName	lifeStage	sex	parameter	parameters.unit	value
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R1	133	cm2	1	1			30	1	EMBOS corer	Odostomia	Odostomia	Odostomia	Juvenile		Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R1	133	cm2	1	1			30	1	EMBOS corer	Peringia ulvae	Peringia ulvae	Peringia ulvae			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R1	133	cm2	1	1			30	1	EMBOS corer	Arcuatula senhousia	Arcuatula senhousia	Arcuatula senhousia	Juvenile		Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R1	133	cm2	1	1			30	1	EMBOS corer	Ruditapes philippinarum	Ruditapes philippinarum	Ruditapes philippinarum	Juvenile		Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R1	133	cm2	1	1			30	1	EMBOS corer	Corophium	Corophium	Corophium			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R1	133	cm2	1	1			30	1	EMBOS corer	Perioculodes aequimanus	Perioculodes aequimanus	Perioculodes aequimanus			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R2	133	cm2	1	1			30	2	EMBOS corer	Aphelochaeta	Aphelochaeta	Aphelochaeta			Individual Count		5
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R2	133	cm2	1	1			30	2	EMBOS corer	Galathowenia oculata	Galathowenia oculata	Galathowenia oculata			Individual Count		9
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R2	133	cm2	1	1			30	2	EMBOS corer	Heteromastus filiformis	Heteromastus filiformis	Heteromastus filiformis			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R2	133	cm2	1	1			30	2	EMBOS corer	Melinna palmata	Melinna palmata	Melinna palmata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R2	133	cm2	1	1			30	2	EMBOS corer	Nephtys hombergii	Nephtys hombergii	Nephtys hombergii			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R2	133	cm2	1	1			30	2	EMBOS corer	Pseudopolydora antennata	Pseudopolydora antennata	Pseudopolydora antennata			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R2	133	cm2	1	1			30	2	EMBOS corer	Ruditapes philippinarum	Ruditapes philippinarum	Ruditapes philippinarum	Juvenile		Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P2-R2	133	cm2	1	1			30	2	EMBOS corer	Iphinoe serrata	Iphinoe serrata	Iphinoe serrata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R2	133	cm2	1	1			30	2	EMBOS corer	Oligochaeta	Oligochaeta	Oligochaeta			Individual Count		11
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R2	133	cm2	1	1			30	2	EMBOS corer	Aphelochaeta	Aphelochaeta	Aphelochaeta			Individual Count		10
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R2	133	cm2	1	1			30	2	EMBOS corer	Cossura pygodactylata	Cossura pygodactylata	Cossura pygodactylata			Individual Count		4
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R2	133	cm2	1	1			30	2	EMBOS corer	Mediomastus fragilis	Mediomastus fragilis	Mediomastus fragilis			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R2	133	cm2	1	1			30	2	EMBOS corer	Nephtys hombergii	Nephtys hombergii	Nephtys hombergii			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R2	133	cm2	1	1			30	2	EMBOS corer	Streblospio shrubsolii	Streblospio shrubsolii	Streblospio shrubsolii			Individual Count		5
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R2	133	cm2	1	1			30	2	EMBOS corer	Pharidae	Pharidae	Pharidae	Juvenile		Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R2	133	cm2	1	1			30	2	EMBOS corer	Ruditapes philippinarum	Ruditapes philippinarum	Ruditapes philippinarum	Juvenile		Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R2	133	cm2	1	1			30	2	EMBOS corer	Pachygrapsus marmoratus	Pachygrapsus marmoratus	Pachygrapsus marmoratus			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Nemertea	Nemertea	Nemertea			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Oligochaeta	Oligochaeta	Oligochaeta			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Aphelochaeta	Aphelochaeta	Aphelochaeta			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Euthalenessa oculata	Euthalenessa oculata	Euthalenessa oculata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Galathowenia oculata	Galathowenia oculata	Galathowenia oculata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Heteromastus filiformis	Heteromastus filiformis	Heteromastus filiformis			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Leiochone leiopygos	Leiochone leiopygos	Leiochone leiopygos			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Melinna palmata	Melinna palmata	Melinna palmata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Nephtys hombergii	Nephtys hombergii	Nephtys hombergii			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Podarkeopsis galangaui	Podarkeopsis galangaui	Podarkeopsis galangaui			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Prionospio malmgreni	Prionospio malmgreni	Prionospio malmgreni			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Pseudopolydora antennata	Pseudopolydora antennata	Pseudopolydora antennata			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Streblospio shrubsolii	Streblospio shrubsolii	Streblospio shrubsolii			Individual Count		4
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P3-R2	133	cm2	1	1			30	2	EMBOS corer	Leptochelia	Leptochelia	Leptochelia			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R1	133	cm2	1	1			30	1	EMBOS corer	Oligochaeta	Oligochaeta	Oligochaeta			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R1	133	cm2	1	1			30	1	EMBOS corer	Aphelochaeta	Aphelochaeta	Aphelochaeta			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R1	133	cm2	1	1			30	1	EMBOS corer	Melinna palmata	Melinna palmata	Melinna palmata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R1	133	cm2	1	1			30	1	EMBOS corer	Prionospio malmgreni	Prionospio malmgreni	Prionospio malmgreni			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R1	133	cm2	1	1			30	1	EMBOS corer	Streblospio shrubsolii	Streblospio shrubsolii	Streblospio shrubsolii			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABLC-SUB	subtidal	FR-2014-ABLC-SUB-P1-R1	133	cm2	1	1			30	1	EMBOS corer	Crangon crangon	Crangon crangon	Crangon crangon			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Aonides oxycephala	Aonides oxycephala	Aonides oxycephala			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Euclymene oerstedi	Euclymene oerstedi	Euclymene oerstedi			Individual Count		4
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Galathowenia oculata	Galathowenia oculata	Galathowenia oculata			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Glycera unicornis	Glycera unicornis	Glycera unicornis			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Heteromastus filiformis	Heteromastus filiformis	Heteromastus filiformis			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Leiochone leiopygos	Leiochone leiopygos	Leiochone leiopygos			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Marphysa sanguinea	Marphysa sanguinea	Marphysa sanguinea			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Mediomastus fragilis	Mediomastus fragilis	Mediomastus fragilis			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Melinna palmata	Melinna palmata	Melinna palmata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Neanthes caudata	Neanthes caudata	Neanthes caudata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Polycirrus	Polycirrus	Polycirrus			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Prionospio malmgreni	Prionospio malmgreni	Prionospio malmgreni			Individual Count		4
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Bittium reticulatum	Bittium reticulatum	Bittium reticulatum			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Cyclope neritea	Cyclope neritea	Cyclope neritea			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Retusa truncatula	Retusa truncatula	Retusa truncatula			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Kurtiella bidentata	Kurtiella bidentata	Kurtiella bidentata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Lucinoma borealis	Lucinoma borealis	Lucinoma borealis			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Ampelisca brevicornis	Ampelisca brevicornis	Ampelisca brevicornis			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Siphonoecetes sabatieri	Siphonoecetes (Siphonoecetes) sabatieri	Siphonoecetes (Siphonoecetes) sabatieri			Individual Count		6
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R3	133	cm2			0.1	0.1	30	3	EMBOS corer	Zeuxo holdichi	Zeuxo holdichi	Zeuxo holdichi			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Nemertea	Nemertea	Nemertea			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Phoronis psammophila	Phoronis psammophila	Phoronis psammophila			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Aphelochaeta	Aphelochaeta	Aphelochaeta			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Exogone verugera	Exogone (Exogone) verugera	Exogone (Exogone) verugera			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Glycera unicornis	Glycera unicornis	Glycera unicornis			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Heteromastus filiformis	Heteromastus filiformis	Heteromastus filiformis			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Leiochone leiopygos	Leiochone leiopygos	Leiochone leiopygos			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Magelona alleni	Magelona alleni	Magelona alleni			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Mediomastus fragilis	Mediomastus fragilis	Mediomastus fragilis			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Melinna palmata	Melinna palmata	Melinna palmata			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Paradoneis armata	Paradoneis armata	Paradoneis armata			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Polycirrus	Polycirrus	Polycirrus			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Prionospio malmgreni	Prionospio malmgreni	Prionospio malmgreni			Individual Count		15
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Scoloplos armiger	Scoloplos (Scoloplos) armiger	Scoloplos (Scoloplos) armiger			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Spio symphyta	Spio symphyta	Spio symphyta			Individual Count		3
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Spionidae	Spionidae	Spionidae			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Streblospio shrubsolii	Streblospio shrubsolii	Streblospio shrubsolii			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Bittium reticulatum	Bittium reticulatum	Bittium reticulatum			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Nassarius pygmaeus	Nassarius pygmaeus	Nassarius pygmaeus			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Lucinoma borealis	Lucinoma borealis	Lucinoma borealis			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Antalis vulgaris	Antalis vulgaris	Antalis vulgaris			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Ampelisca brevicornis	Ampelisca brevicornis	Ampelisca brevicornis			Individual Count		6
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Crassicorophium bonellii	Crassicorophium bonellii	Crassicorophium bonellii			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Siphonoecetes sabatieri	Siphonoecetes (Siphonoecetes) sabatieri	Siphonoecetes (Siphonoecetes) sabatieri			Individual Count		17
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P1-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Zeuxo holdichi	Zeuxo holdichi	Zeuxo holdichi			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Nemertea	Nemertea	Nemertea			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Oligochaeta	Oligochaeta	Oligochaeta			Individual Count		7
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Aonides oxycephala	Aonides oxycephala	Aonides oxycephala			Individual Count		2
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Capitella minima	Capitella minima	Capitella minima			Individual Count		6
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Euclymene oerstedi	Euclymene oerstedi	Euclymene oerstedi			Individual Count		11
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Exogone verugera	Exogone (Exogone) verugera	Exogone (Exogone) verugera			Individual Count		5
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Galathowenia oculata	Galathowenia oculata	Galathowenia oculata			Individual Count		7
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Glycera	Glycera	Glycera			Individual Count		1
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Heteromastus filiformis	Heteromastus filiformis	Heteromastus filiformis			Individual Count		4
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Leiochone leiopygos	Leiochone leiopygos	Leiochone leiopygos			Individual Count		12
EMBOS_pilot_2014_France_Arcachon Bay_softsub	soft substrate (beach)	FR-ABGB-LWL	intertidal	FR-2014-ABGB-LWL-P2-R2	133	cm2			0.1	0.1	30	2	EMBOS corer	Magelona alleni	Magelona alleni	Magelona alleni			Individual Count		1
